MMSI,MID,Received_Time,Vessel_Name,Latitude,Longitude,Course_Over_Ground_COG,Speed_Over_Ground_SOG,IMO_Number,Longitude_Second,Latitude_Second,_True_Heading_HDG,_Beam ,Destination,Destination,Ship_Type
373302000,Panama (Republic of),20/02/2025 16:06:58,SUNNINE 3,22.5859,120.2964,298.5,0,9246293,120? 17.784' E,22? 35.153' N,329,27,174,KAOHSIUNG           ,Cargo-all ships of this type
416004865,Taiwan (Province of China),20/02/2025 16:06:58,HSIANG PERNG NO.212,22.5968,120.2817,276.6,0,,120? 16.904' E,22? 35.806' N,,7,45,,
416459000,Taiwan (Province of China),20/02/2025 16:06:58,UNI PROSPER,22.5438,120.2963,291,8.6,,120? 17.775' E,22? 32.629' N,293,,,,
416003923,Taiwan (Province of China),20/02/2025 16:06:59,KAO NO.112,22.5942,120.2886,262.7,0.1,0,120? 17.314' E,22? 35.651' N,511,14,89,KOH                 ,Tug
563245300,Singapore (Republic of),20/02/2025 16:06:59,EVER MOST,22.5464,120.2731,265.2,9,,120? 16.386' E,22? 32.784' N,265,,,,
544113120,Nauru (Republic of),20/02/2025 16:06:59,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.820' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416006752,Taiwan (Province of China),20/02/2025 16:06:59,TA YU,22.5946,120.291,316.7,0,0,120? 17.462' E,22? 35.676' N,339,13,76,KINMEN              ,Cargo-all ships of this type
416000095,Taiwan (Province of China),20/02/2025 16:07:00,YIN LIAN,22.5964,120.2899,154.6,0,0,120? 17.391' E,22? 35.782' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:07:00,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
416247700,Taiwan (Province of China),20/02/2025 16:07:00,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.562' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004697,Taiwan (Province of China),20/02/2025 16:07:00,KAO 505,22.6102,120.2726,134.2,0,967097500,120? 16.356' E,22? 36.612' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
511101274,Palau (Republic of),20/02/2025 16:07:01,HONG LI,22.6034,120.2821,284.6,0.1,9036894,120? 16.925' E,22? 36.202' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
312234000,Belize,20/02/2025 16:07:01,GREAT GLORY,22.611,120.2739,353.8,0,8864971,120? 16.437' E,22? 36.658' N,511,9,57,KAO@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416005048,Taiwan (Province of China),20/02/2025 16:07:01,TIPM NO.13402,22.5489,120.3077,73.3,9.3,0,120? 18.462' E,22? 32.934' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416005003,Taiwan (Province of China),20/02/2025 16:07:01,HUNG YU NO.1,22.5468,120.3121,334.6,0,0,120? 18.725' E,22? 32.805' N,511,33,80,@@@@@@@@@@@@@@@@@@@@,Other type of ship-all ships of this type
416003885,Taiwan (Province of China),20/02/2025 16:07:01,SHING FU,22.6143,120.2702,242.2,4.5,0,120? 16.214' E,22? 36.856' N,238,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416008937,Taiwan (Province of China),20/02/2025 16:07:02,TIPM NO.15003,22.5842,120.2964,132.6,2.4,0,120? 17.782' E,22? 35.055' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416126600,Taiwan (Province of China),20/02/2025 16:07:02,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.233' E,22? 35.142' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
416004191,Taiwan (Province of China),20/02/2025 16:07:02,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416004865,Taiwan (Province of China),20/02/2025 16:07:02,HSIANG PERNG NO.212,22.5968,120.2817,276.6,0,,120? 16.904' E,22? 35.806' N,,7,45,,
416011751,Taiwan (Province of China),20/02/2025 16:07:03,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
677040400,Tanzania (United Republic of),20/02/2025 16:07:03,HUNG CHENG,22.6139,120.2835,23.8,0,8864335,120? 17.011' E,22? 36.831' N,511,10,58,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416006765,Taiwan (Province of China),20/02/2025 16:07:03,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.975' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416008938,Taiwan (Province of China),20/02/2025 16:07:03,TIMP NO.15005,22.5834,120.2972,135.2,2.4,0,120? 17.830' E,22? 35.004' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416002974,Taiwan (Province of China),20/02/2025 16:07:03,DONG LIAN NO.8,22.5963,120.2998,349.1,0,0,120? 17.990' E,22? 35.776' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416005047,Taiwan (Province of China),20/02/2025 16:07:03,TIPM NO.13401,22.5338,120.303,243.7,0,0,120? 18.180' E,22? 32.028' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416000021,Taiwan (Province of China),20/02/2025 16:07:03,YU MING NO:288,22.5854,120.3028,360,0,0,120? 18.166' E,22? 35.121' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
677054600,Tanzania (United Republic of),20/02/2025 16:07:03,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.748' E,22? 34.914' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
457476000,Mongolia,20/02/2025 16:07:03,EVERDELIGHT,22.5786,120.2983,212.2,0,,120? 17.895' E,22? 34.717' N,,16,112,,
416004261,Taiwan (Province of China),20/02/2025 16:07:03,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.184' E,22? 35.131' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
457476000,Mongolia,20/02/2025 16:07:03,EVERDELIGHT,22.5786,120.2983,212.2,0,,120? 17.895' E,22? 34.717' N,,16,112,,
416005691,Taiwan (Province of China),20/02/2025 16:07:04,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.549' E,22? 35.167' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
416004658,Taiwan (Province of China),20/02/2025 16:07:04,LONG DER NO.688,22.591,120.2889,3.2,0,,120? 17.337' E,22? 35.457' N,,10,35,,
629009312,Gambia (Republic of the),20/02/2025 16:07:04,XIN YUAN,22.582,120.2957,288,0,9126106,120? 17.740' E,22? 34.920' N,231,15,85,KOHSIUNG            ,Cargo-all ships of this type
416004865,Taiwan (Province of China),20/02/2025 16:07:04,HSIANG PERNG NO.212,22.5968,120.2817,276.6,0,,120? 16.904' E,22? 35.806' N,,7,45,,
235102681,United Kingdom of Great Britain and Northern Ireland,20/02/2025 16:07:05,EVER LOADING,22.5334,120.317,273.1,0,,120? 19.018' E,22? 32.005' N,143,,,,
416000017,Taiwan (Province of China),20/02/2025 16:07:05,YU TAI NO.403,22.595,120.2882,119.2,0.4,0,120? 17.294' E,22? 35.698' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
416012541,Taiwan (Province of China),20/02/2025 16:07:05,KMSC NO.901,22.5973,120.2864,328.3,7,0,120? 17.182' E,22? 35.840' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
416005437,Taiwan (Province of China),20/02/2025 16:07:05,SOLARIS 2,22.5821,120.2939,360,0,0,120? 17.635' E,22? 34.924' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
510069000,Micronesia (Federated States of),20/02/2025 16:07:05,QUEEN ISABELLA 88,22.6135,120.2719,351.4,0,0,120? 16.316' E,22? 36.807' N,303,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
457601000,Mongolia,20/02/2025 16:07:05,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
677011100,Tanzania (United Republic of),20/02/2025 16:07:05,HAI FA,22.582,120.2955,282.7,0,9072991,120? 17.728' E,22? 34.921' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
416004115,Taiwan (Province of China),20/02/2025 16:07:05,DAH LIN NO.9,22.5389,120.3359,360,0,0,120? 20.154' E,22? 32.335' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
416006146,Taiwan (Province of China),20/02/2025 16:07:06,HUNG YI NO.2,22.546,120.3057,48.1,0,0,120? 18.341' E,22? 32.760' N,511,12,32,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416004658,Taiwan (Province of China),20/02/2025 16:07:06,LONG DER NO.688,22.591,120.2889,3.2,0,,120? 17.337' E,22? 35.457' N,,10,35,,
416004047,Taiwan (Province of China),20/02/2025 16:07:06,TA YING,22.5991,120.2884,104.2,0,0,120? 17.302' E,22? 35.946' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
538010853,Marshall Islands (Republic of the),20/02/2025 16:07:06,FAIRCHEM PATHFINDER,22.584,120.2968,134.6,2.5,9975301,120? 17.806' E,22? 35.040' N,140,27,158,TW KHH              ,Tanker-all ships of this type
477347200,Hong Kong (Special Administrative Region of China),20/02/2025 16:07:06,GLORY TIANJIN,22.5326,120.2279,79.5,11,,120? 13.672' E,22? 31.955' N,84,,,,
416004865,Taiwan (Province of China),20/02/2025 16:07:06,HSIANG PERNG NO.212,22.5968,120.2817,276.6,0,,120? 16.904' E,22? 35.806' N,,7,45,,
306045000,Netherlands Antilles,20/02/2025 16:07:07,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.437' E,22? 36.660' N,0,9,53,KHH                 ,Cargo-all ships of this type
416015927,Taiwan (Province of China),20/02/2025 16:07:07,KAO 506,22.6138,120.2881,183.4,0,0,120? 17.285' E,22? 36.828' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
356398000,Panama (Republic of),20/02/2025 16:07:07,PACIFIC WIND,22.6098,120.2862,266.6,0,9883508,120? 17.171' E,22? 36.585' N,117,32,199,TW KHH              ,Cargo-all ships of this type
667001736,Sierra Leone,20/02/2025 16:07:07,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416008865,Taiwan (Province of China),20/02/2025 16:07:07,TRITON 8,22.5659,120.3087,271.2,0,9486776,120? 18.523' E,22? 33.956' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Reserved for future use
416459000,Taiwan (Province of China),20/02/2025 16:07:08,UNI PROSPER,22.544,120.2959,291,8.8,,120? 17.751' E,22? 32.638' N,293,,,,
416003923,Taiwan (Province of China),20/02/2025 16:07:08,KAO NO.112,22.5942,120.2886,244.9,0,0,120? 17.314' E,22? 35.651' N,511,14,89,KOH                 ,Tug
416005693,Taiwan (Province of China),20/02/2025 16:07:08,RIKULAU,22.5796,120.2976,276,0,9838149,120? 17.857' E,22? 34.776' N,235,14,50,KAO                 ,HSC-all ships of this type
416004865,Taiwan (Province of China),20/02/2025 16:07:08,HSIANG PERNG NO.212,22.5968,120.2817,276.6,0,,120? 16.904' E,22? 35.806' N,,7,45,,
563245300,Singapore (Republic of),20/02/2025 16:07:09,EVER MOST,22.5464,120.2726,265.8,9,,120? 16.358' E,22? 32.782' N,265,,,,
511101274,Palau (Republic of),20/02/2025 16:07:09,HONG LI,22.6034,120.2821,303.3,0.1,9036894,120? 16.925' E,22? 36.203' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
538004383,Marshall Islands (Republic of the),20/02/2025 16:07:09,FEDERAL SUTTON,22.5618,120.3292,211.8,0,9595917,120? 19.752' E,22? 33.706' N,142,28,189,KRMOK               ,Cargo-all ships of this type
416008845,Taiwan (Province of China),20/02/2025 16:07:09,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.165' E,22? 35.639' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
416004697,Taiwan (Province of China),20/02/2025 16:07:10,KAO 505,22.6102,120.2726,141.6,0,967097500,120? 16.357' E,22? 36.612' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
306406000,Netherlands Antilles,20/02/2025 16:07:10,XING YUN 101,22.595,120.2833,125.6,0,0,120? 16.996' E,22? 35.699' N,225,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:07:10,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
544113120,Nauru (Republic of),20/02/2025 16:07:10,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.820' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416362000,Taiwan (Province of China),20/02/2025 16:07:10,BAO SHAN NO.3,22.5574,120.316,320.4,0.1,9276456,120? 18.959' E,22? 33.447' N,322,18,90,KAOHSIUNG@@@@@@@@@@@,Tanker-all ships of this type
352029885,Panama (Republic of),20/02/2025 16:07:11,EVER CLEVER,22.5212,120.2798,55.2,0.2,,120? 16.789' E,22? 31.270' N,314,,,,
416000095,Taiwan (Province of China),20/02/2025 16:07:11,YIN LIAN,22.5964,120.2899,154.6,0.1,0,120? 17.392' E,22? 35.782' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
416006752,Taiwan (Province of China),20/02/2025 16:07:11,TA YU,22.5946,120.291,316.7,0,0,120? 17.462' E,22? 35.676' N,339,13,76,KINMEN              ,Cargo-all ships of this type
416004191,Taiwan (Province of China),20/02/2025 16:07:11,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416003885,Taiwan (Province of China),20/02/2025 16:07:11,SHING FU,22.6142,120.2701,257.9,3.6,0,120? 16.203' E,22? 36.853' N,270,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416247700,Taiwan (Province of China),20/02/2025 16:07:11,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.562' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
667001467,Sierra Leone,20/02/2025 16:07:11,VINCENT 2,22.6023,120.2829,17.9,0.1,9121039,120? 16.976' E,22? 36.138' N,143,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416126600,Taiwan (Province of China),20/02/2025 16:07:12,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.233' E,22? 35.142' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
386900011,not in use,20/02/2025 16:07:12,3869-11-57%,22.5898,120.2897,305.7,0,,120? 17.381' E,22? 35.386' N,,,,,
416011751,Taiwan (Province of China),20/02/2025 16:07:12,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416007289,Taiwan (Province of China),20/02/2025 16:07:12,YUAN MAN JIN,22.5535,120.3383,271.7,0,0,120? 20.295' E,22? 33.211' N,271,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416008937,Taiwan (Province of China),20/02/2025 16:07:12,TIPM NO.15003,22.5842,120.2965,131.5,2.3,0,120? 17.787' E,22? 35.050' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416006765,Taiwan (Province of China),20/02/2025 16:07:12,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416008938,Taiwan (Province of China),20/02/2025 16:07:12,TIMP NO.15005,22.5833,120.2973,135,2.4,0,120? 17.835' E,22? 34.999' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416006768,Taiwan (Province of China),20/02/2025 16:07:13,DONG PING NO.9,22.5972,120.2994,189.2,0,0,120? 17.963' E,22? 35.833' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416002974,Taiwan (Province of China),20/02/2025 16:07:13,DONG LIAN NO.8,22.5963,120.2998,349.1,0,0,120? 17.990' E,22? 35.775' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416000021,Taiwan (Province of China),20/02/2025 16:07:13,YU MING NO:288,22.5854,120.3028,225.6,0,0,120? 18.166' E,22? 35.121' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
386900011,not in use,20/02/2025 16:07:13,3869-11-57%,22.5898,120.2897,305.7,0,,120? 17.381' E,22? 35.386' N,,,,,
576638000,Vanuatu (Republic of),20/02/2025 16:07:13,LONGBOW NO.7,22.6031,120.2862,13.7,0,8956683,120? 17.171' E,22? 36.183' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
677054600,Tanzania (United Republic of),20/02/2025 16:07:13,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.749' E,22? 34.914' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
457556000,Mongolia,20/02/2025 16:07:14,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
386900011,not in use,20/02/2025 16:07:14,3869-11-57%,22.5898,120.2897,305.7,0,,120? 17.381' E,22? 35.386' N,,,,,
416004047,Taiwan (Province of China),20/02/2025 16:07:14,TA YING,22.5991,120.2884,104.2,0,0,120? 17.302' E,22? 35.946' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416005691,Taiwan (Province of China),20/02/2025 16:07:14,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.549' E,22? 35.168' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
416000017,Taiwan (Province of China),20/02/2025 16:07:15,YU TAI NO.403,22.595,120.2882,129.1,0.4,0,120? 17.294' E,22? 35.698' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
386900011,not in use,20/02/2025 16:07:15,3869-11-57%,22.5898,120.2897,305.7,0,,120? 17.381' E,22? 35.386' N,,,,,
457601000,Mongolia,20/02/2025 16:07:15,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
629009312,Gambia (Republic of the),20/02/2025 16:07:15,XIN YUAN,22.5818,120.2957,288,0,9126106,120? 17.740' E,22? 34.910' N,231,15,85,KOHSIUNG            ,Cargo-all ships of this type
510069000,Micronesia (Federated States of),20/02/2025 16:07:15,QUEEN ISABELLA 88,22.6135,120.2719,254.1,0,0,120? 16.316' E,22? 36.807' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
477347200,Hong Kong (Special Administrative Region of China),20/02/2025 16:07:15,GLORY TIANJIN,22.5326,120.2279,79.5,11,9754771,120? 13.672' E,22? 31.955' N,84,25,141,>TW KHH             ,"Cargo-carrying DG,HS,MP,IMO haz or pollutant Z"
352004013,Panama (Republic of),20/02/2025 16:07:16,FU HUI,22.5885,120.2948,290.7,0,1064869,120? 17.688' E,22? 35.311' N,149,18,115,TW KHH              ,Cargo-all ships of this type
416012541,Taiwan (Province of China),20/02/2025 16:07:16,KMSC NO.901,22.5976,120.2862,329.7,7,0,120? 17.171' E,22? 35.856' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
538004383,Marshall Islands (Republic of the),20/02/2025 16:07:16,FEDERAL SUTTON,22.5618,120.3292,211.8,0,9595917,120? 19.752' E,22? 33.706' N,142,28,189,KRMOK               ,Cargo-all ships of this type
306045000,Netherlands Antilles,20/02/2025 16:07:16,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.436' E,22? 36.660' N,0,9,53,KHH                 ,Cargo-all ships of this type
416012541,Taiwan (Province of China),20/02/2025 16:07:16,KMSC NO.901,22.5976,120.2862,329.7,7,0,120? 17.171' E,22? 35.856' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
677011100,Tanzania (United Republic of),20/02/2025 16:07:17,HAI FA,22.582,120.2955,282.6,0,9072991,120? 17.728' E,22? 34.922' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
416001323,Taiwan (Province of China),20/02/2025 16:07:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416015927,Taiwan (Province of China),20/02/2025 16:07:17,KAO 506,22.6138,120.2881,183.4,0,0,120? 17.285' E,22? 36.828' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416001323,Taiwan (Province of China),20/02/2025 16:07:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416459000,Taiwan (Province of China),20/02/2025 16:07:17,UNI PROSPER,22.5441,120.2954,290,8.9,,120? 17.726' E,22? 32.646' N,293,,,,
477347200,Hong Kong (Special Administrative Region of China),20/02/2025 16:07:17,GLORY TIANJIN,22.5327,120.2285,79.4,11,,120? 13.707' E,22? 31.960' N,84,,,,
667001736,Sierra Leone,20/02/2025 16:07:17,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416005452,Taiwan (Province of China),20/02/2025 16:07:18,CHUNG YU NO.22,22.5845,120.3008,40,0,9814571,120? 18.049' E,22? 35.070' N,50,16,75,KAOSHIUNG           ,Tanker-all ships of this type
416011439,Taiwan (Province of China),20/02/2025 16:07:18,PROTAGONIST ONE,22.6073,120.2962,360,0,,120? 17.770' E,22? 36.438' N,,0,0,,
306406000,Netherlands Antilles,20/02/2025 16:07:19,XING YUN 101,22.595,120.2833,125.6,0,0,120? 16.996' E,22? 35.699' N,224,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
563245300,Singapore (Republic of),20/02/2025 16:07:19,EVER MOST,22.5463,120.2721,266.1,9,,120? 16.328' E,22? 32.780' N,265,,,,
416005048,Taiwan (Province of China),20/02/2025 16:07:20,TIPM NO.13402,22.5492,120.3085,70.8,9.3,0,120? 18.513' E,22? 32.950' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416003923,Taiwan (Province of China),20/02/2025 16:07:20,KAO NO.112,22.5942,120.2886,244.9,0,0,120? 17.314' E,22? 35.651' N,511,14,89,KOH                 ,Tug
667001467,Sierra Leone,20/02/2025 16:07:20,VINCENT 2,22.6023,120.2829,21.9,0.1,9121039,120? 16.975' E,22? 36.137' N,143,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
677040400,Tanzania (United Republic of),20/02/2025 16:07:20,HUNG CHENG,22.6139,120.2835,293.3,0.1,8864335,120? 17.010' E,22? 36.831' N,511,10,58,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000095,Taiwan (Province of China),20/02/2025 16:07:20,YIN LIAN,22.5964,120.2899,154.6,0,0,120? 17.391' E,22? 35.782' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
416247700,Taiwan (Province of China),20/02/2025 16:07:20,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.562' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416006752,Taiwan (Province of China),20/02/2025 16:07:21,TA YU,22.5946,120.291,316.7,0,0,120? 17.462' E,22? 35.676' N,339,13,76,KINMEN              ,Cargo-all ships of this type
544113120,Nauru (Republic of),20/02/2025 16:07:21,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.820' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
511101274,Palau (Republic of),20/02/2025 16:07:21,HONG LI,22.6034,120.2821,330.2,0.1,9036894,120? 16.925' E,22? 36.203' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416008845,Taiwan (Province of China),20/02/2025 16:07:21,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.165' E,22? 35.639' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
353641000,Panama (Republic of),20/02/2025 16:07:21,DAEWOO DIAMOND,22.5752,120.2507,28,0,9478121,120? 15.043' E,22? 34.513' N,359,18,114,TW KHH              ,Tanker-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:07:21,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
416003885,Taiwan (Province of China),20/02/2025 16:07:21,SHING FU,22.6142,120.2699,277.8,2.5,0,120? 16.193' E,22? 36.853' N,300,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416004191,Taiwan (Province of China),20/02/2025 16:07:22,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416006765,Taiwan (Province of China),20/02/2025 16:07:22,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.976' N,234,0,0,KHH                 ,Vessel-Pleasure craft
416011751,Taiwan (Province of China),20/02/2025 16:07:22,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416005003,Taiwan (Province of China),20/02/2025 16:07:22,HUNG YU NO.1,22.5467,120.3121,334.6,0,0,120? 18.725' E,22? 32.805' N,511,33,80,@@@@@@@@@@@@@@@@@@@@,Other type of ship-all ships of this type
416126600,Taiwan (Province of China),20/02/2025 16:07:22,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.233' E,22? 35.142' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
416008937,Taiwan (Province of China),20/02/2025 16:07:22,TIPM NO.15003,22.5841,120.2965,132.7,2.3,0,120? 17.792' E,22? 35.045' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416005691,Taiwan (Province of China),20/02/2025 16:07:23,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.549' E,22? 35.168' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
677040400,Tanzania (United Republic of),20/02/2025 16:07:23,HUNG CHENG,22.6139,120.2835,293.3,0.1,8864335,120? 17.011' E,22? 36.831' N,511,10,58,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
